Air temperature K,Process temperature K,Rotational speed rpm,Torque Nm,Tool wear min,Temp_diff,Power,Torque_per_wear,Type_L,Type_M
-1.1057793207904283,-1.7594146924735963,2.0128354348840407,-1.5692982030070828,0.3347423741532867,-0.3926352928802164,-1.346709456305592,-0.24029752241553234,0,1
1.840492473580391,1.5479732827897112,-1.055557181000935,1.099287329419476,-0.04108359475607377,-1.393562875880731,0.8605090566449252,-0.17969805229901925,1,0
-1.405400181234931,-1.4219261235691794,-0.25655440218097747,-0.16004516902901256,0.6009524354640837,0.7083850484204348,-0.2604604772346304,-0.22499334657042017,1,0
1.7905556635063262,1.5479732827897112,0.5036079637796765,-0.7597273111473404,1.8067274190482818,-1.293470117580708,-0.7022091576710269,-0.24900615786764488,0,1
0.4422617915060928,1.2779824276661549,3.3334094721003593,-2.348884987760909,-1.0119673477719215,1.0086633233206177,-2.4130175761959394,-0.20155852416656414,0,0
0.19257774113568338,1.2104847138852945,-0.5894722266892931,0.21975352097926218,-1.4660903935373988,1.4090343565208803,0.04660920428486121,0.3006752915778986,1,0
-2.004641902123908,-2.231898688939772,2.8007409528870544,-1.7691922503798587,-0.9336702709158049,0.7083850484204348,-1.409014866314035,-0.18505956848313185,0,1
1.041503512395098,1.0754892863235355,0.8975607227811834,-1.3793988580029457,-0.9649891016582516,-0.49272805118023943,-1.5082304156685544,-0.16397918439539644,0,0
0.492198601580186,0.6030052898573213,1.2526730689233867,-1.5792929053757216,1.1177131427144544,-0.09235701798003364,-1.6893794364210606,-0.25110676800738263,0,1
1.9903029038026423,1.8854618516941282,0.015328487834146953,0.2697270328224562,1.415242034767698,-1.193377359280628,0.5716011968693444,-0.23460237891736938,1,0
-0.4566007898273583,0.26551672095290446,-0.11229001156070736,0.5295892944070644,-0.24465599458197734,1.3089415982207435,0.8616527235685186,-0.17846947810947408,1,0
1.7905556635063262,1.6829687103514703,-1.4051208967346662,2.238683399444299,-0.10372125624096717,-1.093284600980605,1.9794845046064196,-0.15279109764479673,1,0
-0.6064112200496096,-0.6119535581985485,-1.050008550592463,1.2492078649490581,0.052872897471266354,0.30801401522022903,1.0634366236005717,-0.18224844068356616,1,0
1.5408716131359168,0.7380007174191187,0.30385726907468713,-0.44989153771953755,-1.4817498089086223,-1.9941194256810966,-0.3332055135199831,0.24349292372729375,0,1
1.091440322469163,0.46800986229556224,0.34269768193399064,-0.6997590969355075,0.9141407428885507,-1.4936556341808107,-0.7001564221671397,-0.2380973647691232,0,1
-0.3067903596051354,-0.9494421271029653,-0.6893475740417878,1.6390012573259711,1.0550754812295609,-0.7930063260803654,1.9364357086106265,-0.2127934818293993,1,0
0.5920722217283441,0.33301443473380316,0.03752300946803466,-0.00012993113079164646,-0.8240543633172414,-0.6929135677803423,0.18027161038079112,-0.13167441251380957,1,0
-0.8061584603459542,-1.0844375546647627,-0.33423522789958443,-0.08008755007990175,-0.7770761172035714,0.0077357403200462626,-0.19735352288657423,-0.14194818735803255,0,0
0.3423881713579347,0.26551672095290446,-0.9612304640569121,1.259202567317697,1.5248579423662616,-0.2925425345801365,1.15889859946227,-0.22620543978369811,1,0
-2.204389142420224,-2.636884971625049,0.46476755092037303,-0.9096478466769223,1.6031550192223782,0.508199531820332,-0.9623493955992838,-0.2486348603924132,0,0
0.24251455120977664,-0.3419627030750304,-1.577128439397296,2.2086992923383826,0.4756771124942969,-0.9931918426805251,1.7535956248001567,-0.18677728040691677,1,0
-1.0059057006422703,-0.6119535581985485,-0.367527010350416,0.42964227072067634,0.2564452972971699,1.1087560816206976,0.5139779787959553,-0.2058015931772282,1,0
-1.3554633711608377,-1.151935268445623,3.5997437317070116,-2.298911475917715,-1.1842209168553786,1.0086633233206177,-2.228662378084982,-0.17269092461622373,1,0
-1.8048946618275916,-1.8269124062544566,-0.289846184631809,-0.24999749034676158,-0.3855907329229875,0.9085705650205946,-0.41379981937495913,-0.1868460796080895,1,0
-0.7062848401977677,-0.6794512719794472,-0.3897215319843037,0.5995522109875362,-1.6226845472496323,0.40810677352025204,0.7407661522515409,1.6161640010329779,1,0
-1.0059057006422703,-0.7469489857603459,-1.1110434850856543,1.139266138894031,-0.6204819634913378,0.9085705650205378,0.8630114389734733,-0.12536298702205814,0,1
-0.8061584603459542,-0.20696727551327135,-0.4563050968859668,0.41964756835203815,1.0550754812295609,1.3089415982208004,0.43045119364971324,-0.227071240525919,1,0
0.6919458418765022,0.4005121485147019,-0.445207836069023,-0.49986504956273153,-0.3229530714380941,-0.7930063260803654,-0.8729772017324494,-0.19687729180704946,0,1
-0.856095270420019,0.0630235796102851,-0.8336119646620579,0.9593614962585331,-0.5108660558927743,1.8094053897210862,0.8698343407911525,-0.14437357518533506,0,1
1.3910611829136654,1.5479732827897112,-0.595020857097765,0.8993932820467001,1.7284303421921652,-0.49272805118023943,0.9943278616363892,-0.23271330117109665,0,1
-0.6064112200496096,-0.6119535581985485,-0.14558179401153892,0.029854175975124464,0.8201842506612106,0.30801401522022903,0.09561093324192539,-0.22724133499364052,1,0
0.5920722217283441,0.19801900717204413,-0.4895968793367984,-0.030114038236707757,0.24078588192594658,-0.8930990843804453,-0.23372604102925063,-0.21285388482758663,1,0
0.6919458418765022,0.46800986229556224,-0.017963294616684607,0.4396369730893153,-0.18201833309708393,-0.6929135677803423,0.8018008212337684,-0.18451787317538243,0,0
1.8904292836544843,2.0204572792558873,0.5202538550050922,-0.7097537993041464,1.5561767731087082,-0.7930063260804222,-0.6128956133900177,-0.2462192813503184,1,0
-0.7062848401977677,-0.6794512719794472,-0.46185372729443874,0.7694621512543961,-1.6853222087345259,0.40810677352025204,0.9242611564370611,9.54617161805081,1,0
-1.0059057006422703,-0.8819444133221049,0.44257302928648534,0.009864771237847294,-0.980648517029475,0.7083850484204348,0.481525207972606,-0.09924306733491112,1,0
-0.7062848401977677,-1.2194329822265217,0.9197552444150711,-1.3694041556343068,1.0863943119720076,-0.3926352928802164,-1.4813200307056975,-0.2483655879500708,1,0
1.191313942617321,0.6030052898573213,-0.3897215319843037,-0.04010874060534669,-0.3386124868093175,-1.4936556341808107,-0.17823375790751608,-0.18504507346386243,1,0
0.39232498143202793,-0.20696727551327135,-0.9223900511976086,0.5395839967757032,1.1177131427144544,-1.093284600980605,0.22857931923892275,-0.22684758164651997,1,0
0.19257774113568338,-0.004474134170613608,1.2748675905572744,-1.3893935603715843,-1.0902644246280384,-0.3926352928801595,-1.351372098378706,-0.14095456985069357,1,0
0.9416298922469115,0.4005121485147019,-1.5493852873549365,2.5884979823466576,-1.2311991629690486,-1.2934701175806511,2.2519704803509106,0.17365785355640084,0,1
-1.0558425107163636,-1.4894238373500397,-0.9667790944653841,0.6895045323052853,-0.542184886635221,-0.09235701797997674,0.39321848158159856,-0.14825573516484722,1,0
0.3423881713579347,1.4129778552279522,-0.15113042442001084,-0.3099657045585945,0.7105683430626472,1.4090343565208803,-0.4108380152907801,-0.2294452940796729,1,0
0.14264093106161854,0.9404938587617381,-1.2275647236635647,1.2691972696863358,-1.4817498089086223,1.1087560816206405,0.9249845013289058,0.49654697013305765,1,0
-1.7050210416794052,-1.6919169786926975,1.080665526260757,-1.2994412390538352,-0.9023514401733582,0.9085705650205378,-1.2881185200660856,-0.16975368078280278,0,1
-1.405400181234931,-1.151935268445623,-0.6671530524079,-0.030114038236707757,0.11551055895615976,1.1087560816206976,-0.3579067640834189,-0.20830595563648524,1,0
1.3910611829136654,1.5479732827897112,-0.8502578558874736,1.778927090486914,1.0080972351158908,-0.49272805118023943,1.966229698209895,-0.20998203649903183,1,0
-0.5065375999014515,-0.07197184795151232,1.912960087531546,-1.4393670722147784,-0.11938067161219053,0.9085705650205378,-1.1500573950332553,-0.22659153008115687,0,0
-0.6563480301237028,-0.9494421271029653,1.014081961359094,-1.5293193935325278,-0.6831196249762312,-0.09235701797997674,-1.7069352124447765,-0.20052865304747092,0,1
-0.15697992938288408,-0.6119535581985485,0.20398192172219246,-0.3599392164017885,0.6479306815777538,-0.5928208094802624,-0.257019701532879,-0.22881577978523152,0,1
-0.057106309234725997,0.26551672095290446,-0.6671530524079,0.5695681038816202,1.102053727343231,0.508199531820332,0.4743308587780324,-0.22621214285547175,1,0
1.141377132543256,1.1429870001043958,0.8087826362456325,-0.919642549045561,0.35040178952451007,-0.5928208094803193,-0.7915520267449473,-0.23037133066638604,0,1
-0.6064112200496096,-1.016939840883864,-0.27320029340639324,-0.49986504956273153,-1.2311991629690486,-0.2925425345801365,-0.7669192006983083,-0.0384955969768035,1,0
1.3411243728395723,0.4005121485147019,0.13739835682052934,-0.5698279661432034,-1.6853222087345259,-2.0942121839811194,-0.6207644328215824,6.786117018880966,1,0
1.2911875627655074,0.19801900717204413,0.5979346807236993,-0.5798226685118416,-1.4660903935373988,-2.2943977005812792,-0.35858123432040917,0.19082237220795462,1,0
-0.6064112200496096,-0.8144466995412062,-0.09009548992681966,0.4396369730893153,-0.8240543633172414,0.0077357403200462626,0.7453799196698006,-0.11549072349948748,1,0
0.8417562720987535,0.67050300363822,-1.2664051365228681,0.6795098299366463,0.44435828175185016,-0.6929135677803423,0.13284364531004003,-0.2084368604729167,0,1
-1.3554633711608377,-0.8819444133221049,-0.40081879280124755,-0.31996040692723343,1.6971115114497184,1.4090343565208234,-0.5874905677966787,-0.24386866714682265,1,0
0.4422617915060928,0.6030052898573213,1.1638949823878357,-1.3594094532656682,-1.0589455938855916,0.0077357403200462626,-1.3511081752424923,-0.14617155300557483,1,0
0.5920722217283441,0.7380007174191187,0.05971753110192237,-0.030114038236707757,-1.3721339013100589,-0.09235701797997674,0.15045807091958188,0.11059050788240622,1,0
1.7905556635063262,2.087954993036786,-0.8003201822112262,0.4096528659833992,0.19380763581227653,-0.49272805118023943,0.14894295661909313,-0.20372891371506638,1,0
0.8417562720987535,0.19801900717204413,1.374742937909769,-1.3294253461597518,-1.1685615014841553,-1.393562875880731,-1.2006426628076043,-0.11704851174685538,0,1
0.29245136128386984,-0.07197184795151232,-0.6172153787316527,0.8794038773094223,0.021554066728819647,-0.6929135677803993,0.9472517940805893,-0.18742120244082988,1,0
0.9915667023210047,0.33301443473380316,-0.8780010079298333,1.838895304698747,1.462220280881368,-1.4936556341808107,2.018975225728809,-0.21924987457871012,0,1
0.6420090318024373,0.7380007174191187,0.769942223386329,-0.9296372514142,-1.1529020861129318,-0.19244977628005663,-0.8290291120873343,-0.09813003892048741,0,1
1.9403660937285492,2.155452706817646,-0.2232626197301459,-0.2599921927154005,-1.5757063011359624,-0.6929135677803423,-0.38446525153132394,0.6841306382536093,1,0
1.9403660937285492,2.0204572792558873,0.4814134421457888,-0.8596743348337283,1.587495603851155,-0.8930990843804453,-0.8738178457959462,-0.24800080748948244,1,0
-1.2056529409385865,-0.2744649892941317,0.2927600082577433,-0.41990743061362146,-0.7927355325747947,2.009590906321189,-0.2934606441923513,-0.15166304408635792,0,1
-0.6064112200496096,0.13052129339114543,-0.43411057525207913,0.6695151275680081,-0.04108359475607377,1.4090343565208234,0.8047626253179483,-0.1880536104350586,1,0
-0.7062848401977677,-0.20696727551327135,0.4869620725542607,-0.6597802874609524,-0.13504008698341388,1.1087560816206405,-0.5526722636783732,-0.2100034673431286,1,0
-0.40666397975329344,0.33301443473380316,-0.8613551167044174,0.8694091749407841,-0.228996579210754,1.3089415982208004,0.7238359718099617,-0.17208668043932182,1,0
-0.4566007898273583,-0.9494421271029653,0.3981839860187099,-0.8596743348337283,0.835843666032434,-0.49272805118023943,-0.9198577706688306,-0.23887545916086805,1,0
1.5908084232099817,0.9404938587617381,-1.194272941212733,1.419117805215918,1.8850244959043987,-1.7939339090809936,1.1500229621407019,-0.2300486269589466,1,0
1.041503512395098,0.46800986229556224,-1.2497592452974524,1.2791919720549743,-1.560046885764739,-1.3935628758807879,0.9172232061380208,0.9295832549708279,1,0
0.8916930821728467,0.4005121485147019,-1.355183223058419,2.22868869707566,-0.2603154099532007,-1.193377359280628,2.0217219813316296,-0.139318486969191,1,0
-0.756221650271861,-0.9494421271029653,1.985092282841681,-1.9790810001212737,-0.9023514401733582,0.10782849862012615,-2.11885080355802,-0.1972169106252888,0,1
-1.1057793207904283,-1.6919169786926975,-0.8391605950705298,-0.00012993113079164646,0.8045248352899873,-0.2925425345801365,-0.4375040269793648,-0.22730530214389474,1,0
-1.2555897510126797,-1.2194329822265217,-0.27874892381486516,0.06983298544968022,0.522655358607967,0.7083850484204348,0.0592872897541035,-0.2197625840885641,1,0
1.8904292836544843,1.6829687103514703,-0.5117914009706861,0.6595204251993692,1.415242034767698,-1.293470117580708,0.7267098015154025,-0.23056569814906427,0,0
1.9403660937285492,2.155452706817646,0.47031618132884495,-0.020119335868069525,-0.009764764013627058,-0.6929135677803423,0.4535004808790675,-0.2028935422839072,0,1
-1.0059057006422703,-0.7469489857603459,-0.739285247718035,0.0898223901869574,-0.47954722515032766,0.9085705650205378,-0.24343254748334398,-0.17079442535262548,1,0
-0.6563480301237028,-0.13946956173237265,-0.001317403391268828,-0.6597802874609524,-1.654003377992079,1.1087560816206976,-0.8399770347747294,2.014380833749025,1,0
-0.856095270420019,-0.9494421271029653,0.1706901392713609,-0.5198544543000094,1.0550754812295609,0.30801401522022903,-0.5239144167620192,-0.23807213657077847,1,0
-1.305526561086773,-1.4219261235691794,-0.8280633342535859,1.199234353105864,0.3660612048957334,0.508199531820332,1.2007744037415555,-0.19765749720030193,0,0
0.5421354116542793,0.805498431199979,-0.7337366173095632,1.299181376792252,0.8984813275173275,0.10782849862006927,1.4247180722846118,-0.2130360035058561,0,1
1.9903029038026423,2.155452706817646,0.4203785076525976,-0.2200133832408455,0.30342354341084,-0.7930063260804222,0.1027564077816454,-0.21797209512711244,1,0
0.3423881713579347,0.19801900717204413,0.2927600082577433,-0.39991802587634356,-1.4660903935373988,-0.3926352928801595,-0.26233726398104196,0.21553927906619194,1,0
1.041503512395098,1.0079915725426367,-0.3453324887165283,0.5395839967757032,0.052872897471266354,-0.5928208094803193,0.6901124599603953,-0.1953057352292124,1,0
0.5920722217283441,0.13052129339114543,-0.8558064862959456,0.2297482233479004,-1.027626763143145,-0.9931918426805251,-0.13785351806677607,-0.07617770303974944,1,0
-0.4566007898273583,-0.6794512719794472,-0.49514550974527033,0.2997111399283723,-1.0589455938855916,-0.09235701798003364,0.23012375833232368,-0.06277711116680637,1,0
1.141377132543256,0.6030052898573213,1.00298470054215,-1.1894995129988084,1.102053727343231,-1.3935628758807879,-1.1401260651668328,-0.24646435704099218,1,0
